subject,block,awareness,perm_entropy,lz_complexity
10,localizer,Seen,0.9617922820526013,0.8292155946307102
10,localizer,Seen,0.9582262594402209,0.811019641143516
10,localizer,Seen,0.9668072277869887,0.8578092358248726
10,localizer,Seen,0.9428370012291886,0.8487112590812752
10,localizer,Seen,0.9275179970956455,0.8435124152277913
10,localizer,Seen,0.9556470352651245,0.9760829334916351
10,localizer,Seen,0.92467195867693,0.7304375614145125
10,localizer,Seen,0.9693137182565236,0.8032213753632899
10,localizer,Seen,0.9709113697263548,0.8630080796783567
10,localizer,Seen,0.9423392679964772,0.8695066344952118
10,localizer,Seen,0.9590297942878911,0.7395355381581099
10,localizer,Seen,0.9608136455084106,0.8487112590812755
10,localizer,Seen,0.951348590171137,0.8591089467882436
10,localizer,Seen,0.9744682687071753,0.9110973853230843
10,localizer,Seen,0.9690653232295513,0.8630080796783566
10,localizer,Seen,0.9611306915156652,0.8123193521068869
10,localizer,Seen,0.9714467940171594,0.821417328850484
10,localizer,Seen,0.9675545782985083,0.7772271560958695
10,localizer,Seen,0.970291135242609,0.9851809102352322
10,localizer,Seen,0.9562673230982893,0.817518195960371
10,localizer,Seen,0.9132164183686027,0.7785268670592403
10,localizer,Seen,0.9819349549381309,0.9890800431253455
10,localizer,Seen,0.9780602220471606,0.9045988305062292
10,localizer,Seen,0.983992078662751,0.9981780198689425
10,localizer,Seen,0.981509641831214,0.9461895813341018
10,localizer,Seen,0.971455645810623,0.9500887142242147
10,localizer,Seen,0.9691765662834874,0.9526881361509569
10,localizer,Seen,0.9757179238239285,0.9942788869788296
10,localizer,Seen,0.9764783433461957,0.8929014318358902
10,localizer,Seen,0.9752806976139885,0.9721838006015223
10,localizer,Seen,0.9731613465940424,0.9877803321619745
10,localizer,Seen,0.9723859622011614,0.8266161727039681
10,localizer,Seen,0.974712620666255,0.9487890032608438
10,localizer,Seen,0.9856892374747628,1.0735612557444616
10,localizer,Seen,0.9754927048144901,1.018973395282879
10,localizer,Seen,0.977833987036221,0.9630858238579251
10,localizer,Seen,0.9803823313279245,0.9357918936271338
10,localizer,Seen,0.9810857576749379,1.02027310624625
10,localizer,Seen,0.9561954405913989,0.8682069235318407
10,localizer,Seen,0.9806899243793722,0.8890022989457771
10,localizer,Seen,0.9796732444344866,0.9656852457846672
10,localizer,Seen,0.9763003657456085,1.025471950099734
10,localizer,Seen,0.9762591894447029,0.8539101029347596
10,localizer,Seen,0.9736504579343098,0.9227947839934235
10,localizer,Seen,0.9710714032514144,0.8993999866527452
10,localizer,Seen,0.9727189580956773,0.8617083687149857
10,localizer,Seen,0.9636443540227947,0.8929014318358903
10,localizer,Seen,0.9707993568311101,0.8993999866527453
10,localizer,Seen,0.9646588441582201,0.8786046112388088
10,localizer,Seen,0.9802905808749677,1.0072759966125397
